Compute_Cores,Data_Stored_TB,Network_Traffic_GB,Monthly_Cloud_Cost
45.0,329.6,4799.3,54278.77
35.6,208.5,2561.8,18417.04
17.6,302.1,4593.2,46456.52
23.4,62.7,3563.1,29006.75
13.3,18.3,3639.9,29143.02
58.3,455.7,516.7,9906.98
38.2,142.1,1178.0,6791.45
26.9,411.6,143.2,4328.77
30.6,499.7,3609.0,32543.4
60.7,113.6,1787.7,14873.33
11.5,139.9,3954.6,34952.43
38.3,334.8,1760.8,12017.91
33.4,483.1,4114.7,40922.05
39.9,458.7,740.4,7158.41
3.1,256.4,949.5,3666.23
56.1,399.6,1770.3,15131.42
59.8,76.5,2101.6,16796.17
37.0,488.9,1808.6,12828.8
45.2,482.5,3841.9,37386.93
59.2,90.2,575.1,8097.28
45.8,156.7,1821.0,12515.59
11.5,59.1,4202.5,38210.23
37.7,143.1,427.3,4389.39
39.6,409.8,4717.5,51855.24
28.3,195.4,4933.0,54510.63
47.7,53.3,534.0,5588.49
59.9,177.7,1527.2,13016.66
59.4,490.9,1924.8,17212.47
30.0,318.5,3904.3,36132.99
9.0,213.9,3020.0,21620.13
63.1,91.6,3257.4,30942.98
54.0,493.2,3811.8,39251.38
9.7,412.2,678.1,3942.92
59.1,147.9,4182.7,44301.42
55.9,44.3,3557.5,32911.55
34.2,37.7,2929.0,21345.28
38.7,69.0,4459.7,45458.68
26.7,294.6,3531.5,30200.99
5.4,465.1,1088.3,5617.47
22.8,253.4,2205.8,13887.85
51.8,423.0,2520.8,21590.77
2.3,228.5,370.6,1691.81
22.7,357.2,4777.7,50754.3
26.7,368.6,730.0,5372.36
35.3,95.2,3517.6,30048.77
59.0,187.0,2580.5,21759.6
23.5,322.3,225.6,3649.26
23.5,44.6,4631.3,46980.93
47.7,187.2,4274.0,44168.13
30.0,272.1,2668.9,19448.18
15.9,498.2,1221.8,7272.45
30.1,242.5,696.0,4797.76
10.7,409.9,1880.6,10718.9
12.9,221.7,1351.6,6251.83
32.9,400.2,2582.8,18965.59
28.0,301.8,4835.4,52558.22
58.7,444.4,2917.3,26972.71
24.5,211.4,4460.7,44536.32
38.0,306.1,3289.3,27798.14
41.2,318.7,2428.7,17966.53
2.8,214.5,4287.6,40235.29
43.1,80.7,2409.7,16945.05
13.0,55.8,4356.3,41202.99
61.6,18.2,1528.7,12194.68
11.2,438.0,731.2,4159.75
27.7,125.9,4291.0,41489.46
7.3,113.6,2978.3,20096.24
63.8,370.7,4456.6,51293.16
33.1,166.8,4695.4,49337.81
38.9,258.0,362.8,5023.25
6.2,89.6,2554.7,15270.99
48.5,480.3,1937.3,15647.86
15.0,427.3,3166.7,24823.88
57.7,433.3,3988.6,42322.73
14.7,209.3,1474.9,7023.66
13.8,383.6,2828.3,20082.71
4.3,80.5,3572.8,28152.76
31.3,14.2,758.7,3449.36
37.0,19.8,4088.9,38304.8
6.1,297.4,3069.9,22594.71
50.1,233.1,4752.7,53018.0
30.1,263.8,1763.7,10498.6
34.5,13.7,629.9,4096.78
29.3,217.1,2581.9,17711.84
26.8,361.9,520.5,4278.15
36.7,226.9,4850.7,53554.52
11.6,368.8,289.6,2653.33
13.3,124.2,3792.2,31965.9
55.4,408.4,2673.0,23365.19
60.7,298.3,1906.2,16871.94
25.1,113.3,422.6,3092.05
18.8,126.0,3148.6,23053.62
41.9,317.7,2967.6,23964.39
27.3,416.7,1476.3,8867.81
3.6,213.7,4560.1,45131.75
11.7,136.6,1590.1,7249.69
46.4,434.8,2303.7,17993.54
42.9,337.9,2764.4,21925.52
3.7,229.6,591.1,2513.84
15.8,249.1,4667.6,48224.64
16.3,110.1,1935.2,9729.22
43.7,317.1,495.8,5874.04
3.2,185.8,1997.7,10960.65
8.5,497.9,3041.0,23127.24
51.6,245.3,2616.9,21339.39
13.1,248.1,3503.3,28422.53
42.5,287.3,371.9,5572.72
16.8,459.2,1494.2,8632.59
8.2,402.4,4114.2,38376.06
17.1,231.1,491.5,2835.88
46.8,362.2,4291.9,45137.09
55.1,297.3,550.3,7802.56
53.5,251.3,4188.8,44436.37
26.6,104.2,1867.9,9943.42
43.4,237.3,3099.8,25460.91
14.7,130.5,849.1,3234.43
20.2,458.3,424.2,3787.1
57.6,174.3,1158.1,10393.65
2.8,476.6,726.5,4191.72
7.3,271.2,1630.8,8115.15
14.9,319.5,2620.5,17625.31
3.6,276.0,2984.9,20858.6
13.2,73.4,3970.4,34570.26
38.1,194.2,3315.6,27812.54
28.1,58.6,3082.9,22303.03
57.3,315.2,2117.7,17977.02
52.7,229.0,2421.7,19086.88
23.2,391.2,2131.2,14036.05
18.1,118.0,4226.6,39333.1
25.5,90.6,1227.0,5670.87
38.6,209.1,128.0,4106.6
18.6,464.0,3291.5,26518.34
40.7,358.1,1092.1,8738.64
27.4,215.3,4461.6,45175.8
36.2,263.5,4309.3,43068.4
29.0,51.3,476.0,3319.21
20.3,492.4,621.3,5013.86
60.8,336.5,2526.3,22552.15
49.3,149.8,3085.2,26194.37
10.7,297.0,1447.1,6927.99
55.8,63.6,3612.3,34659.98
32.2,483.3,3015.1,24257.97
57.5,95.6,1691.6,13335.93
51.6,327.5,224.3,6917.71
28.4,130.3,3775.7,32617.32
3.4,361.6,1152.3,5822.77
18.7,390.6,4188.9,39891.75
35.6,340.0,2159.4,14921.5
41.3,311.1,2927.7,23257.83
18.0,447.3,4377.4,43644.81
10.6,48.5,4331.8,40574.79
53.8,172.1,1920.4,14552.44
63.0,131.7,1123.6,11261.92
34.6,494.1,3898.2,37381.5
12.6,200.8,2222.1,12923.16
18.9,369.0,1041.0,5935.75
3.1,345.5,4531.7,45146.65
58.7,113.9,1070.7,9906.87
9.3,127.1,226.5,1362.96
37.7,147.8,199.4,4114.97
19.0,211.5,3149.3,23543.12
36.4,124.8,3342.2,27543.61
42.4,19.6,1624.1,9817.66
53.4,440.9,1668.1,14135.43
14.8,483.1,1763.5,10616.43
2.7,177.4,3432.8,26547.09
10.5,175.9,384.9,2068.01
57.8,13.5,4652.7,52186.64
56.2,343.3,1190.4,11115.33
39.0,414.5,4998.4,57836.14
39.2,81.8,940.5,5620.43
43.2,88.2,3880.6,36634.63
12.9,397.1,1194.7,5398.08
58.7,312.0,496.1,8769.8
28.0,32.0,4387.2,43015.53
25.8,315.0,4307.9,42163.93
34.2,161.4,2077.5,13162.65
4.9,190.7,3541.7,27926.34
12.3,387.2,2829.6,19895.47
47.8,407.4,4279.5,45567.42
7.1,206.2,1643.8,7675.26
39.4,474.1,2666.0,20675.9
17.2,209.2,2478.3,15263.67
26.1,388.2,1834.1,11527.42
19.9,247.1,4468.1,44652.1
24.1,449.8,912.8,6307.56
46.6,454.8,832.6,8833.67
20.4,52.8,2926.9,19959.01
37.1,468.9,3321.7,29657.61
31.5,414.5,1053.6,7095.9
43.1,397.7,2014.5,14677.37
60.1,108.4,4738.2,54419.98
47.4,404.5,1308.4,10007.83
15.3,426.6,3375.0,27811.74
3.9,151.7,3726.7,31049.41
18.3,476.6,2295.8,14834.12
38.9,34.4,4693.9,49724.2
5.2,83.5,3709.6,30112.67
32.8,273.4,2343.8,15702.75
39.0,292.1,2889.7,22380.09
22.7,326.1,3493.8,29117.26
49.8,18.3,3001.7,24398.44
8.6,480.6,4405.6,43760.9
6.7,31.8,1848.8,8324.76
47.1,80.1,1569.4,10896.2
32.7,16.9,1147.8,5627.76
44.7,287.8,285.1,5824.79
29.0,466.8,310.8,4851.46
17.3,336.3,4363.3,43021.28
52.8,413.1,3424.1,32458.22
51.6,16.5,3336.6,29210.37
45.1,275.6,3111.7,26535.21
18.9,235.2,4261.2,40401.38
38.6,254.5,2453.3,18008.62
24.4,45.4,4365.0,42403.22
7.7,345.4,1861.3,9797.53
58.9,256.6,4640.9,53253.62
10.5,384.9,3523.4,29200.35
60.9,247.8,1360.2,12416.95
29.7,83.2,2864.0,20435.51
13.5,327.6,2711.8,18435.29
35.6,94.5,775.7,4459.42
56.1,437.5,2997.1,27762.88
47.4,310.4,1642.4,11961.41
52.0,87.0,356.5,6349.6
42.8,481.5,4748.4,53469.4
44.9,264.0,3243.3,28014.64
54.7,45.7,4396.9,47158.59
17.5,317.1,3412.7,27666.75
32.3,134.1,1849.2,10530.43
15.7,403.8,2612.2,17553.03
63.2,410.7,3411.2,34294.22
60.5,489.7,4805.2,57987.05
4.4,255.9,1343.0,5916.36
45.7,232.9,4387.4,45849.81
59.4,379.2,4628.0,53378.31
13.2,74.9,3385.0,25729.51
37.2,278.0,4663.2,50138.49
58.8,277.7,2049.6,17858.54
4.1,53.8,4769.8,48422.2
45.2,214.8,3543.6,32538.95
20.4,428.1,305.8,3373.06
59.3,429.5,4543.7,51929.33
62.2,58.6,2473.9,20689.02
60.5,54.5,2355.6,19704.42
31.4,138.7,2875.7,21366.7
55.4,438.6,832.0,9668.45
54.4,73.2,2398.9,18629.79
21.8,362.8,4172.5,39725.42
53.4,59.6,175.9,5488.77
4.3,315.3,1437.3,6870.12
39.0,184.5,112.0,4266.45
16.3,396.6,2137.0,13059.19
9.5,124.5,3668.7,29500.47
6.8,323.2,4014.0,36611.32
45.2,125.5,4731.4,51754.03
23.1,359.7,3081.7,23876.06
46.9,438.1,1347.7,10526.27
6.1,72.1,4628.3,45795.96
21.5,434.6,3899.0,35878.1
35.4,300.9,2914.7,22778.18
51.0,72.3,3508.6,31851.27
21.8,219.5,4629.2,47689.42
40.8,88.8,3590.7,31207.25
56.9,353.2,1905.0,16176.29
40.2,381.8,3593.8,32941.67
16.4,61.8,297.4,1577.1
3.5,258.0,1993.4,10491.19
55.9,409.2,2091.0,17481.32
3.3,468.7,917.5,4389.44
56.2,261.6,213.1,6969.55
34.8,475.6,753.6,6756.91
60.2,272.5,3307.6,31898.72
51.5,203.2,4031.2,40906.32
63.9,425.6,4942.2,61073.39
23.7,251.6,1797.2,9553.4
49.6,241.2,3037.0,25740.64
26.9,250.3,4692.0,49445.2
31.8,424.9,918.5,6602.41
40.9,417.7,3616.5,33476.39
56.2,207.7,3799.4,37906.99
63.0,173.3,536.0,9078.29
49.6,251.0,4320.1,45610.19
27.9,290.7,4084.2,38573.03
28.1,126.8,263.7,3049.25
47.7,399.0,546.3,7279.42
16.8,248.4,340.7,2221.42
8.8,173.7,1740.2,8047.13
24.0,62.3,2595.5,16488.53
19.8,127.0,2708.5,18044.67
20.4,475.1,1411.6,8235.89
16.5,159.5,4566.8,45633.39
4.6,92.7,1904.5,8632.0
3.1,235.7,323.2,1972.18
63.2,160.5,1571.1,13775.22
28.5,27.2,2702.4,18009.36
25.8,168.3,2100.3,12751.52
44.1,276.6,1441.8,10343.93
15.5,280.3,743.5,3294.4
60.9,184.7,4113.9,43317.32
50.8,229.2,4981.1,58272.25
7.5,483.1,1714.8,9236.72
27.9,194.9,1969.9,11757.54
56.5,136.5,3128.4,27900.37
60.6,129.3,3620.4,35577.25
31.0,234.3,2020.9,12382.86
40.0,382.2,4534.2,49084.78
12.4,110.9,2844.0,19490.36
63.5,357.6,2306.9,20973.64
16.4,20.4,3268.7,24072.1
60.4,215.3,4768.7,55807.03
42.3,390.2,3993.3,39452.31
39.7,176.0,296.1,4300.53
33.8,286.2,1728.3,10536.29
16.3,110.4,2405.7,13920.26
12.9,373.6,1641.1,8836.67
15.7,35.6,3530.9,27580.14
13.6,427.7,4148.7,38689.21
50.3,107.1,3683.6,34583.26
23.7,438.5,4947.7,55083.94
5.6,182.7,1435.5,6397.87
62.1,364.1,4387.4,49780.38
56.8,166.4,3856.5,38259.44
59.5,453.9,1874.7,16332.69
63.7,72.1,3697.2,36874.94
12.8,97.5,610.0,2030.9
26.6,251.6,3967.7,36703.46
49.0,50.1,2708.4,21007.12
45.2,106.0,1532.2,10386.39
11.5,472.4,3313.3,26224.35
52.6,488.5,3243.9,30700.83
15.9,194.4,1126.5,5101.5
15.9,462.4,248.9,2901.55
35.3,277.0,2224.8,15451.06
38.8,142.2,2890.6,22069.79
38.0,354.2,4395.4,45776.41
7.7,332.9,4648.3,47376.64
56.4,494.7,2691.1,24672.2
18.5,139.9,3793.6,32113.99
10.0,339.3,2252.6,13680.65
57.1,35.5,3755.8,36655.69
61.3,65.7,1103.5,10074.62
55.5,11.9,1918.2,14745.08
52.2,499.7,3207.7,30018.81
42.6,403.1,189.0,6072.79
36.2,395.5,3640.1,32749.44
7.4,259.8,4194.1,39486.53
27.3,157.0,2055.8,11775.89
25.1,84.1,2294.9,13955.23
18.1,149.5,4271.3,40125.88
46.9,194.2,3900.7,37577.49
32.7,380.6,1511.9,9841.16
7.0,274.4,1687.5,8532.52
15.7,48.0,3426.5,25947.59
44.4,18.8,2859.7,22141.28
6.7,60.1,894.9,2963.34
54.8,211.1,1618.7,12616.58
32.7,467.3,4509.9,48077.49
31.8,322.3,3472.1,29396.22
38.7,402.9,4931.3,56133.37
53.1,238.5,3858.4,38462.29
23.6,187.2,4715.7,49009.89
44.0,63.1,1159.3,7588.89
37.1,439.2,3880.3,37262.91
18.6,393.7,199.1,3138.35
56.5,92.4,3386.7,31366.8
51.4,261.0,2399.5,19110.71
42.8,248.8,1799.1,12432.54
54.7,316.3,4325.8,47194.53
55.8,473.6,4285.9,47378.12
45.9,294.1,209.3,6090.31
53.9,274.7,3086.6,27268.29
45.2,34.7,1902.4,12619.05
44.2,40.8,2136.7,14143.86
40.4,101.8,4177.0,40571.53
48.7,25.9,1618.2,10834.27
11.8,374.2,4720.9,49176.86
56.6,364.4,980.2,10521.52
56.1,76.7,3347.3,30654.22
3.8,419.7,3393.3,26596.64
53.2,85.8,1335.8,9917.99
10.0,157.6,1691.3,7488.91
22.8,132.0,4190.5,39144.14
48.1,192.4,3832.8,36955.79
12.0,134.8,1712.6,7939.59
52.7,249.6,2716.4,22588.62
53.6,209.6,402.2,7427.95
33.5,493.4,1122.9,7472.83
2.4,37.4,2480.5,14248.99
19.8,79.7,521.3,2200.13
40.2,35.9,4232.3,41486.29
62.8,316.7,3618.2,36772.52
41.2,36.7,4723.8,51076.04
18.1,419.9,3498.0,29016.36
41.3,260.8,4708.0,51526.81
35.5,268.2,2817.1,21501.55
50.4,285.2,3041.1,25999.67
8.6,93.7,4887.2,50885.17
49.2,106.9,3246.4,27961.4
35.6,166.2,250.9,3618.5
61.7,300.8,3646.6,36814.82
23.2,113.0,4536.8,45331.78
41.2,67.0,3998.3,37993.48
59.8,485.4,2960.8,28061.19
8.4,20.8,3389.4,25465.88
60.1,403.3,4951.9,60058.2
44.6,396.1,544.2,6565.5
6.2,155.6,3369.5,25983.45
20.7,76.5,1488.6,6597.7
45.9,81.4,3236.4,26875.68
6.2,351.7,3077.4,22132.83
38.1,325.0,851.9,6859.91
23.4,393.5,1113.1,6360.11
40.5,469.4,3146.0,27070.75
4.8,349.0,728.3,3412.31
56.0,86.4,1399.4,11281.96
62.4,129.3,4192.7,45085.02
62.1,422.7,1702.7,16519.98
48.5,112.6,2491.5,18901.88
10.1,45.5,4711.6,47750.31
49.0,354.6,1213.0,10257.3
3.5,207.2,2009.2,10344.29
3.4,460.8,3071.6,22797.64
22.1,328.6,3801.2,33845.84
32.3,54.3,4518.1,45845.04
49.8,474.4,4585.8,51441.63
44.4,136.7,3905.5,37173.82
29.6,175.2,1218.8,6826.93
19.0,207.1,221.6,2830.79
63.8,35.1,1980.5,16760.29
28.4,253.3,793.6,5318.8
30.0,70.4,3580.9,29729.38
12.1,206.5,3339.5,25796.8
51.3,181.8,315.5,6720.37
45.0,388.7,4199.3,43176.22
15.7,403.6,1318.8,6867.39
7.1,85.2,2217.9,12175.5
44.2,189.6,3372.9,29106.37
42.6,192.9,2204.2,15169.22
18.9,84.2,2262.3,13237.25
61.0,401.2,421.6,9813.72
11.4,356.5,2067.1,12040.94
28.8,103.3,3847.8,34009.98
60.5,189.7,4584.4,52015.03
28.0,61.8,2126.1,12372.09
41.6,317.8,2175.6,16114.25
26.7,69.5,3542.9,29030.75
19.0,493.1,4719.6,50987.6
63.0,392.5,1408.6,13775.67
27.4,201.2,2256.7,14136.93
57.4,293.5,4000.3,41625.36
16.3,456.6,3087.5,23492.13
15.2,281.5,641.9,3315.59
3.9,95.5,3175.9,22594.14
42.4,195.6,1015.1,7372.22
24.8,423.1,2600.1,19052.11
55.6,325.7,2692.6,23488.21
31.3,328.9,4393.4,44982.35
62.0,434.7,2366.2,21733.13
13.5,448.0,1469.3,8405.41
55.9,460.7,1231.7,12500.02
50.1,56.5,4383.8,45968.44
49.8,276.6,938.0,8229.01
54.4,372.8,2186.8,18056.97
49.2,380.9,1017.1,9314.9
40.8,307.3,3889.2,37313.38
10.1,91.7,2424.4,14108.02
4.0,400.7,1820.6,9912.76
59.1,362.9,1869.4,16309.69
40.2,52.2,4275.8,42188.29
51.4,237.3,2813.5,23663.23
31.9,95.2,3617.6,31231.28
9.3,175.4,4495.5,44262.83
9.8,18.9,4518.5,43809.71
44.5,206.2,1709.7,12000.31
28.7,279.4,4767.0,51094.03
14.4,313.6,221.9,2401.43
32.5,335.1,1946.5,12421.42
6.0,419.8,4489.4,44945.26
38.1,115.6,1445.7,8462.49
18.7,69.0,1438.1,6549.39
51.4,427.3,1582.8,12969.1
21.2,86.7,3100.3,22259.06
30.2,487.6,2247.8,16277.88
2.7,422.8,3661.0,30853.24
6.5,255.4,4485.1,44132.67
26.3,490.9,3403.6,29154.73
31.8,57.7,1101.9,5281.46
39.2,158.5,4670.1,50296.03
20.1,322.7,1396.0,7525.31
45.1,181.5,834.5,7208.36
55.3,464.9,540.8,8858.41
50.4,42.2,2860.6,22991.51
4.5,279.2,657.4,2867.98
31.8,299.5,780.0,5472.27
8.5,329.8,1570.1,7429.98
17.0,135.3,1480.1,6749.51
63.2,188.6,3060.8,28253.35
10.8,423.4,4102.1,38454.07
32.9,105.5,3830.6,33693.25
40.3,415.2,1386.2,9544.72
45.6,285.7,1302.0,9848.32
36.7,383.5,4832.4,53804.71
2.6,359.7,140.4,1873.25
22.2,111.7,4410.6,43325.53
34.1,288.7,1078.7,6967.87
7.4,435.2,4741.7,50114.26
23.7,221.7,1777.3,9743.49
4.1,483.6,2257.7,14667.43
6.9,231.6,3564.9,28564.41
26.6,80.0,2979.6,21825.77
10.2,200.8,1657.9,7826.5
37.2,476.3,2813.8,22177.67
44.7,166.7,3680.5,33934.24
51.6,435.4,307.4,7780.49
14.4,441.8,154.9,2821.27
12.4,181.6,2344.5,13471.01
8.5,50.8,746.0,2161.45
41.5,365.0,3355.3,29663.56
45.8,162.6,1148.9,7622.41
4.0,393.6,2221.0,13460.02
60.0,226.9,1068.6,10587.97
5.2,247.8,2787.6,18136.19
35.6,391.2,668.7,6177.71
46.0,197.4,213.2,5416.39
56.0,227.1,350.5,7834.76
46.3,194.3,4775.9,53374.19
51.7,190.0,797.2,7813.86
23.0,267.7,3571.5,30005.59
52.5,406.3,432.8,8081.13
7.0,187.3,630.0,2303.86
57.5,266.9,2593.5,22125.71
36.0,338.7,2377.9,17150.9
52.7,142.0,4762.7,53787.86
30.0,146.0,4729.7,49947.99
41.9,467.4,3920.1,38925.02
34.6,364.5,3050.3,24570.31
47.4,292.8,2329.3,17945.27
7.1,327.4,1845.3,9585.73
5.7,24.4,4740.7,47863.15
17.3,312.9,3054.3,22782.26
11.9,259.7,2937.5,20849.46
56.1,277.4,1236.3,10900.93
15.6,186.1,328.8,2023.24
62.5,49.9,4731.4,54846.24
22.9,104.7,1637.3,8160.42
13.3,475.9,2268.7,14261.8
51.0,210.3,661.7,7649.42
42.8,238.7,4200.9,41924.52
32.9,35.8,235.4,3033.94
36.4,28.4,4186.6,39843.14
46.6,361.4,787.4,8250.05
16.2,273.7,4444.2,43570.66
63.8,259.3,3675.9,37972.5
62.4,129.1,906.9,9969.91
42.3,374.9,2872.5,23404.75
14.4,92.4,1632.0,7398.74
44.2,103.1,973.3,7015.29
6.5,235.7,4310.0,40602.16
3.9,150.3,2077.3,10466.93
18.0,131.3,2052.9,11267.87
30.7,326.2,932.4,5584.91
55.8,329.0,1977.0,16247.19
47.1,414.0,4370.9,47642.74
48.0,214.7,1879.3,13408.66
28.4,45.8,4762.9,50192.86
23.4,144.1,4736.9,49262.82
25.0,490.2,810.0,5883.41
63.2,302.2,968.8,11448.62
4.5,357.8,4327.1,41952.22
55.8,13.6,2024.5,15155.87
37.9,263.9,121.4,4966.69
29.2,28.4,1442.0,6886.49
47.0,288.9,3028.4,25757.58
32.2,461.2,4016.4,38984.57
56.2,484.5,753.6,9657.43
57.8,274.9,641.7,8772.83
28.1,234.5,4618.3,48079.94
19.2,473.1,3780.6,33817.97
38.7,340.1,2989.9,24858.82
58.6,41.8,3869.0,38338.8
15.1,238.2,2201.4,13070.26
40.6,127.7,3816.4,35329.19
41.2,240.2,1921.8,13059.32
47.5,233.2,1296.1,9433.92
10.2,295.3,3672.2,30597.77
46.4,184.8,2156.4,15477.3
58.4,90.5,4908.7,57078.05
13.1,256.8,1812.5,9181.44
16.7,416.8,4616.5,47549.37
62.2,335.4,4671.5,55197.92
13.2,175.8,1285.1,5655.6
55.0,468.4,4011.3,42507.26
32.5,457.0,2222.1,15805.17
17.3,112.6,4595.9,46093.62
56.0,29.3,2305.6,18267.67
29.6,373.2,3747.1,33725.61
33.9,415.5,2388.1,17258.9
24.3,484.3,1216.2,7693.72
38.8,446.0,1076.8,7936.38
12.1,304.3,2184.6,13546.61
26.2,269.7,3801.9,33874.28
62.1,23.6,3064.9,27650.1
18.0,130.9,3474.3,27843.28
42.7,235.2,1483.4,10288.99
22.2,318.0,2459.0,16252.51
50.0,283.1,317.5,6700.64
10.1,373.9,4105.9,37769.08
62.1,147.1,4950.5,59268.47
30.1,286.8,2093.7,13492.38
16.6,53.2,153.7,1398.84
6.6,212.7,932.0,3917.58
12.5,377.6,3297.4,25887.72
34.2,349.8,3099.2,24753.19
22.9,495.4,3960.5,37487.33
53.4,146.2,1344.0,10868.39
28.7,254.1,3841.8,34895.95
17.4,171.5,3471.1,27602.98
40.3,225.9,1681.8,11275.23
45.8,429.9,2772.9,23986.7
12.4,345.3,821.6,4142.27
12.4,442.4,2317.6,14413.26
4.3,109.7,4417.9,41908.93
47.7,437.9,2163.8,17302.32
43.2,39.3,4213.9,41222.43
31.4,445.4,2992.2,23932.6
54.3,171.2,1040.2,9301.22
52.0,164.1,2947.4,25290.28
38.3,260.9,2579.3,19342.84
55.8,470.9,2053.3,17972.55
14.8,33.4,686.2,1683.33
8.9,182.6,2141.9,11838.04
18.7,429.7,456.5,4020.5
5.5,204.1,584.0,2365.16
34.9,107.6,2138.0,12995.46
60.1,218.1,1596.4,13555.44
4.4,198.9,4635.2,46258.38
9.6,458.6,1941.0,10772.95
30.0,383.3,3813.5,35012.4
59.9,257.5,2698.2,23727.95
21.6,494.3,3550.0,31390.11
33.4,238.0,1374.6,8111.08
4.6,38.5,4715.3,47615.53
11.2,138.5,2697.4,16763.32
63.2,223.7,4173.5,45307.89
61.8,86.9,1888.7,15660.09
2.3,474.3,591.0,3342.76
61.0,385.8,3401.2,33613.97
41.6,141.5,138.0,4341.45
55.8,299.5,2428.9,20391.43
30.2,363.5,1044.7,7108.0
34.0,471.2,3174.1,26748.06
32.3,442.0,4899.2,55144.88
43.3,262.4,2375.6,17756.8
10.7,389.6,4105.7,38401.72
3.9,285.5,2588.1,16347.07
21.1,280.8,2529.6,16625.78
45.7,66.2,4659.1,50311.52
14.5,71.8,4460.8,43433.03
43.8,269.5,3950.4,38712.32
62.1,141.7,1551.7,13423.44
7.8,20.3,2770.5,17428.78
43.7,364.2,1197.1,9125.67
29.5,25.9,2275.2,13675.38
55.8,301.7,2472.6,20795.42
13.0,274.2,4175.0,38937.5
44.9,484.7,4490.5,49412.72
54.0,247.3,2131.6,17010.31
60.6,41.2,186.8,7266.47
44.4,280.3,4322.7,44561.63
32.8,422.1,954.0,6753.16
40.3,498.5,3147.2,27208.63
55.9,220.9,222.4,7057.1
37.4,166.9,2057.6,13329.43
3.9,454.3,4931.2,53513.49
59.7,103.7,593.4,8233.37
44.8,311.6,2176.1,16195.96
43.9,208.8,1605.0,10685.32
15.4,30.1,4534.9,44261.53
42.9,180.2,4359.8,44876.53
26.4,140.0,1264.7,6552.68
42.4,346.2,497.8,6230.84
8.6,474.9,3173.0,24364.46
42.8,141.3,1748.2,11544.77
64.0,407.6,3393.2,34755.68
5.0,37.1,257.4,963.12
62.6,273.7,753.7,10295.08
27.2,44.6,3463.2,27930.33
56.0,467.7,1140.6,11842.19
50.5,385.5,4302.2,46351.79
37.2,332.4,387.1,5260.74
47.8,413.7,1155.9,10116.29
56.5,327.3,4992.9,59783.79
27.1,484.8,2222.1,14823.83
22.3,359.8,3544.5,30078.0
43.4,463.1,995.0,8652.31
52.1,263.4,3088.4,27062.3
49.3,67.4,3657.9,33908.29
51.5,268.8,1640.9,12236.3
29.0,72.2,4161.6,38937.86
52.7,300.3,3056.7,26967.09
9.5,246.4,2006.7,10353.19
35.8,315.1,2832.4,22193.89
2.4,14.9,2926.1,18527.8
22.1,105.5,911.1,3822.84
24.7,250.8,2073.4,12676.41
26.6,475.7,1782.8,11528.09
45.1,198.0,2064.4,14374.66
26.1,217.9,3829.4,34197.2
29.8,360.2,2464.4,17332.72
16.7,305.9,4707.5,49692.64
25.1,156.5,1539.0,7990.98
16.1,211.3,2136.9,12082.93
6.5,116.7,3956.1,33993.44
39.4,483.4,2775.5,22293.93
43.4,74.0,2780.4,20863.23
40.4,192.2,361.4,5153.06
30.7,22.7,2053.1,11756.96
25.5,118.7,1426.6,7158.2
55.5,392.4,4996.7,60659.3
34.2,108.6,1610.9,8535.37
31.7,49.2,4434.0,44396.59
3.6,242.5,3413.5,26478.74
23.2,14.9,1770.5,8755.25
25.6,51.5,2763.3,18346.44
26.7,405.7,4218.6,41298.86
38.0,388.0,4428.5,46571.95
35.1,458.4,885.9,7598.88
39.7,428.7,1763.9,12805.85
49.4,344.8,1742.6,13787.09
52.4,35.6,306.0,5788.07
46.5,393.6,3031.4,26039.1
61.2,424.3,4288.6,47855.91
3.1,401.6,1969.7,10857.4
14.1,259.2,3726.2,31147.04
2.5,124.1,3175.7,22406.31
42.1,424.2,1940.7,14140.75
57.7,366.3,791.2,9728.95
17.1,490.6,3575.7,30775.04
59.5,86.3,4287.4,46074.46
5.7,120.6,3460.7,26596.29
59.9,113.8,187.6,7324.75
23.8,398.3,1159.5,6245.44
8.3,101.6,440.5,1391.12
32.1,42.7,2894.9,20518.86
17.9,499.3,3806.7,34489.01
19.7,22.2,641.8,2606.1
21.1,419.3,4207.9,41082.83
51.8,189.0,2822.0,23681.37
35.4,422.4,3480.8,30792.88
21.3,281.8,4859.9,52201.55
39.8,451.8,510.0,6175.25
46.4,463.8,4516.0,49296.42
18.9,14.5,717.9,2774.0
27.6,47.0,2025.5,11257.88
9.6,132.7,4272.0,39466.78
13.2,338.0,4540.6,45665.68
44.2,445.3,2581.2,20594.47
13.2,235.4,3011.1,21505.06
34.6,307.4,3569.9,31710.4
46.0,102.4,4180.5,41706.36
8.6,404.4,695.4,3208.06
37.2,484.0,4069.3,40492.63
17.9,141.6,2458.3,14973.29
61.7,252.5,2308.1,20108.99
32.0,52.2,2177.1,12995.94
52.0,284.0,2595.1,21482.27
36.1,256.4,4730.7,51252.29
4.7,80.8,2786.2,17593.41
41.3,226.6,4770.6,52666.3
61.0,173.7,983.4,10135.91
39.3,265.7,3648.3,32903.39
52.8,297.0,4080.0,42548.17
56.8,14.2,3427.7,31552.52
16.1,382.9,3073.9,23419.73
15.1,359.4,2867.6,20780.34
39.9,189.5,4318.6,43871.41
27.5,35.9,4126.1,38356.42
54.1,379.9,699.2,8449.16
57.8,478.0,4258.1,47150.28
23.9,127.7,2128.9,12207.83
16.7,168.5,1343.1,6442.88
